// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:04 (4.6 sec)   *****
// Found 3 benchmarks:
//   PartitionedShutdownBenchmarks.DrainFullQueue: A_Published(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: B_Candidate(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/candidate,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: C_PublishedControl(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  142: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  143: 1 op, 95600.00 ns, 95.6000 us/op
WorkloadActual  144: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  145: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  146: 1 op, 138900.00 ns, 138.9000 us/op
WorkloadActual  147: 1 op, 94900.00 ns, 94.9000 us/op
WorkloadActual  148: 1 op, 94200.00 ns, 94.2000 us/op
WorkloadActual  149: 1 op, 96000.00 ns, 96.0000 us/op
WorkloadActual  150: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  151: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  152: 1 op, 95200.00 ns, 95.2000 us/op
WorkloadActual  153: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  154: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  155: 1 op, 95200.00 ns, 95.2000 us/op
WorkloadActual  156: 1 op, 95400.00 ns, 95.4000 us/op
WorkloadActual  157: 1 op, 95300.00 ns, 95.3000 us/op
WorkloadActual  158: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  159: 1 op, 95100.00 ns, 95.1000 us/op
WorkloadActual  160: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  161: 1 op, 95300.00 ns, 95.3000 us/op
WorkloadActual  162: 1 op, 94700.00 ns, 94.7000 us/op
WorkloadActual  163: 1 op, 94900.00 ns, 94.9000 us/op
WorkloadActual  164: 1 op, 95100.00 ns, 95.1000 us/op
WorkloadActual  165: 1 op, 90000.00 ns, 90.0000 us/op
WorkloadActual  166: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  167: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  168: 1 op, 109000.00 ns, 109.0000 us/op
WorkloadActual  169: 1 op, 95800.00 ns, 95.8000 us/op
WorkloadActual  170: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  171: 1 op, 108200.00 ns, 108.2000 us/op
WorkloadActual  172: 1 op, 97400.00 ns, 97.4000 us/op
WorkloadActual  173: 1 op, 95300.00 ns, 95.3000 us/op
WorkloadActual  174: 1 op, 97000.00 ns, 97.0000 us/op
WorkloadActual  175: 1 op, 96800.00 ns, 96.8000 us/op
WorkloadActual  176: 1 op, 175200.00 ns, 175.2000 us/op
WorkloadActual  177: 1 op, 96700.00 ns, 96.7000 us/op
WorkloadActual  178: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  179: 1 op, 95500.00 ns, 95.5000 us/op
WorkloadActual  180: 1 op, 94600.00 ns, 94.6000 us/op
WorkloadActual  181: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  182: 1 op, 147700.00 ns, 147.7000 us/op
WorkloadActual  183: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  184: 1 op, 147400.00 ns, 147.4000 us/op
WorkloadActual  185: 1 op, 96700.00 ns, 96.7000 us/op
WorkloadActual  186: 1 op, 96700.00 ns, 96.7000 us/op
WorkloadActual  187: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  188: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  189: 1 op, 96000.00 ns, 96.0000 us/op
WorkloadActual  190: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  191: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  192: 1 op, 96600.00 ns, 96.6000 us/op
WorkloadActual  193: 1 op, 103100.00 ns, 103.1000 us/op
WorkloadActual  194: 1 op, 96200.00 ns, 96.2000 us/op
WorkloadActual  195: 1 op, 95600.00 ns, 95.6000 us/op
WorkloadActual  196: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  197: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  198: 1 op, 97800.00 ns, 97.8000 us/op
WorkloadActual  199: 1 op, 96700.00 ns, 96.7000 us/op
WorkloadActual  200: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  201: 1 op, 96600.00 ns, 96.6000 us/op
WorkloadActual  202: 1 op, 96400.00 ns, 96.4000 us/op
WorkloadActual  203: 1 op, 97100.00 ns, 97.1000 us/op
WorkloadActual  204: 1 op, 96100.00 ns, 96.1000 us/op
WorkloadActual  205: 1 op, 96000.00 ns, 96.0000 us/op
WorkloadActual  206: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  207: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadActual  208: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  209: 1 op, 96500.00 ns, 96.5000 us/op
WorkloadActual  210: 1 op, 96200.00 ns, 96.2000 us/op
WorkloadActual  211: 1 op, 95700.00 ns, 95.7000 us/op
WorkloadActual  212: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  213: 1 op, 96200.00 ns, 96.2000 us/op
WorkloadActual  214: 1 op, 96100.00 ns, 96.1000 us/op
WorkloadActual  215: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadActual  216: 1 op, 176700.00 ns, 176.7000 us/op
WorkloadActual  217: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  218: 1 op, 95000.00 ns, 95.0000 us/op
WorkloadActual  219: 1 op, 152800.00 ns, 152.8000 us/op
WorkloadActual  220: 1 op, 150400.00 ns, 150.4000 us/op
WorkloadActual  221: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  222: 1 op, 97300.00 ns, 97.3000 us/op
WorkloadActual  223: 1 op, 96400.00 ns, 96.4000 us/op
WorkloadActual  224: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  225: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  226: 1 op, 96800.00 ns, 96.8000 us/op
WorkloadActual  227: 1 op, 96000.00 ns, 96.0000 us/op
WorkloadActual  228: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  229: 1 op, 103200.00 ns, 103.2000 us/op
WorkloadActual  230: 1 op, 96600.00 ns, 96.6000 us/op
WorkloadActual  231: 1 op, 94900.00 ns, 94.9000 us/op
WorkloadActual  232: 1 op, 95300.00 ns, 95.3000 us/op
WorkloadActual  233: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  234: 1 op, 95900.00 ns, 95.9000 us/op
WorkloadActual  235: 1 op, 96700.00 ns, 96.7000 us/op
WorkloadActual  236: 1 op, 95800.00 ns, 95.8000 us/op
WorkloadActual  237: 1 op, 95400.00 ns, 95.4000 us/op
WorkloadActual  238: 1 op, 304700.00 ns, 304.7000 us/op
WorkloadActual  239: 1 op, 109700.00 ns, 109.7000 us/op
WorkloadActual  240: 1 op, 116600.00 ns, 116.6000 us/op
WorkloadActual  241: 1 op, 117300.00 ns, 117.3000 us/op
WorkloadActual  242: 1 op, 192600.00 ns, 192.6000 us/op
WorkloadActual  243: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  244: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  245: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  246: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  247: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  248: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  249: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  250: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  251: 1 op, 97400.00 ns, 97.4000 us/op
WorkloadActual  252: 1 op, 97800.00 ns, 97.8000 us/op
WorkloadActual  253: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  254: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadActual  255: 1 op, 96800.00 ns, 96.8000 us/op
WorkloadActual  256: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  257: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  258: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  259: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  260: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadActual  261: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadActual  262: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  263: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  264: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadActual  265: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  266: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  267: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadActual  268: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  269: 1 op, 128700.00 ns, 128.7000 us/op
WorkloadActual  270: 1 op, 148500.00 ns, 148.5000 us/op
WorkloadActual  271: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  272: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  273: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  274: 1 op, 110800.00 ns, 110.8000 us/op
WorkloadActual  275: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  276: 1 op, 189200.00 ns, 189.2000 us/op
WorkloadActual  277: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  278: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  279: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadActual  280: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  281: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  282: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  283: 1 op, 109400.00 ns, 109.4000 us/op
WorkloadActual  284: 1 op, 97500.00 ns, 97.5000 us/op
WorkloadActual  285: 1 op, 107300.00 ns, 107.3000 us/op
WorkloadActual  286: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  287: 1 op, 148500.00 ns, 148.5000 us/op
WorkloadActual  288: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  289: 1 op, 102800.00 ns, 102.8000 us/op
WorkloadActual  290: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  291: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  292: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  293: 1 op, 108100.00 ns, 108.1000 us/op
WorkloadActual  294: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadActual  295: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  296: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  297: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  298: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  299: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  300: 1 op, 102100.00 ns, 102.1000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 99850.00 ns, 99.8500 us/op
WorkloadResult   2: 1 op, 97250.00 ns, 97.2500 us/op
WorkloadResult   3: 1 op, 96850.00 ns, 96.8500 us/op
WorkloadResult   4: 1 op, 98050.00 ns, 98.0500 us/op
WorkloadResult   5: 1 op, 97650.00 ns, 97.6500 us/op
WorkloadResult   6: 1 op, 97350.00 ns, 97.3500 us/op
WorkloadResult   7: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult   8: 1 op, 94350.00 ns, 94.3500 us/op
WorkloadResult   9: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  10: 1 op, 95050.00 ns, 95.0500 us/op
WorkloadResult  11: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  12: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  13: 1 op, 94750.00 ns, 94.7500 us/op
WorkloadResult  14: 1 op, 96350.00 ns, 96.3500 us/op
WorkloadResult  15: 1 op, 95450.00 ns, 95.4500 us/op
WorkloadResult  16: 1 op, 89350.00 ns, 89.3500 us/op
WorkloadResult  17: 1 op, 89050.00 ns, 89.0500 us/op
WorkloadResult  18: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  19: 1 op, 97850.00 ns, 97.8500 us/op
WorkloadResult  20: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  21: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  22: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  23: 1 op, 100450.00 ns, 100.4500 us/op
WorkloadResult  24: 1 op, 125150.00 ns, 125.1500 us/op
WorkloadResult  25: 1 op, 104250.00 ns, 104.2500 us/op
WorkloadResult  26: 1 op, 97750.00 ns, 97.7500 us/op
WorkloadResult  27: 1 op, 102550.00 ns, 102.5500 us/op
WorkloadResult  28: 1 op, 94750.00 ns, 94.7500 us/op
WorkloadResult  29: 1 op, 94550.00 ns, 94.5500 us/op
WorkloadResult  30: 1 op, 95250.00 ns, 95.2500 us/op
WorkloadResult  31: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  32: 1 op, 101450.00 ns, 101.4500 us/op
WorkloadResult  33: 1 op, 95250.00 ns, 95.2500 us/op
WorkloadResult  34: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  35: 1 op, 94350.00 ns, 94.3500 us/op
WorkloadResult  36: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  37: 1 op, 96850.00 ns, 96.8500 us/op
WorkloadResult  38: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  39: 1 op, 96350.00 ns, 96.3500 us/op
WorkloadResult  40: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  41: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  42: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  43: 1 op, 98450.00 ns, 98.4500 us/op
WorkloadResult  44: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  45: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  46: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  47: 1 op, 94750.00 ns, 94.7500 us/op
WorkloadResult  48: 1 op, 95250.00 ns, 95.2500 us/op
WorkloadResult  49: 1 op, 94850.00 ns, 94.8500 us/op
WorkloadResult  50: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  51: 1 op, 100850.00 ns, 100.8500 us/op
WorkloadResult  52: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  53: 1 op, 94850.00 ns, 94.8500 us/op
WorkloadResult  54: 1 op, 95350.00 ns, 95.3500 us/op
WorkloadResult  55: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  56: 1 op, 97850.00 ns, 97.8500 us/op
WorkloadResult  57: 1 op, 100350.00 ns, 100.3500 us/op
WorkloadResult  58: 1 op, 104850.00 ns, 104.8500 us/op
WorkloadResult  59: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  60: 1 op, 98650.00 ns, 98.6500 us/op
WorkloadResult  61: 1 op, 117750.00 ns, 117.7500 us/op
WorkloadResult  62: 1 op, 96250.00 ns, 96.2500 us/op
WorkloadResult  63: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  64: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  65: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  66: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  67: 1 op, 96250.00 ns, 96.2500 us/op
WorkloadResult  68: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  69: 1 op, 99450.00 ns, 99.4500 us/op
WorkloadResult  70: 1 op, 151950.00 ns, 151.9500 us/op
WorkloadResult  71: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  72: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  73: 1 op, 95450.00 ns, 95.4500 us/op
WorkloadResult  74: 1 op, 95150.00 ns, 95.1500 us/op
WorkloadResult  75: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  76: 1 op, 94250.00 ns, 94.2500 us/op
WorkloadResult  77: 1 op, 96650.00 ns, 96.6500 us/op
WorkloadResult  78: 1 op, 102550.00 ns, 102.5500 us/op
WorkloadResult  79: 1 op, 98250.00 ns, 98.2500 us/op
WorkloadResult  80: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  81: 1 op, 97050.00 ns, 97.0500 us/op
WorkloadResult  82: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  83: 1 op, 97950.00 ns, 97.9500 us/op
WorkloadResult  84: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  85: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  86: 1 op, 94250.00 ns, 94.2500 us/op
WorkloadResult  87: 1 op, 310550.00 ns, 310.5500 us/op
WorkloadResult  88: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  89: 1 op, 94550.00 ns, 94.5500 us/op
WorkloadResult  90: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  91: 1 op, 95150.00 ns, 95.1500 us/op
WorkloadResult  92: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  93: 1 op, 96650.00 ns, 96.6500 us/op
WorkloadResult  94: 1 op, 101950.00 ns, 101.9500 us/op
WorkloadResult  95: 1 op, 110350.00 ns, 110.3500 us/op
WorkloadResult  96: 1 op, 142150.00 ns, 142.1500 us/op
WorkloadResult  97: 1 op, 102150.00 ns, 102.1500 us/op
WorkloadResult  98: 1 op, 96850.00 ns, 96.8500 us/op
WorkloadResult  99: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  100: 1 op, 101850.00 ns, 101.8500 us/op
WorkloadResult  101: 1 op, 97350.00 ns, 97.3500 us/op
WorkloadResult  102: 1 op, 96850.00 ns, 96.8500 us/op
WorkloadResult  103: 1 op, 188450.00 ns, 188.4500 us/op
WorkloadResult  104: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  105: 1 op, 99550.00 ns, 99.5500 us/op
WorkloadResult  106: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  107: 1 op, 99350.00 ns, 99.3500 us/op
WorkloadResult  108: 1 op, 97750.00 ns, 97.7500 us/op
WorkloadResult  109: 1 op, 97550.00 ns, 97.5500 us/op
WorkloadResult  110: 1 op, 101350.00 ns, 101.3500 us/op
WorkloadResult  111: 1 op, 97350.00 ns, 97.3500 us/op
WorkloadResult  112: 1 op, 96650.00 ns, 96.6500 us/op
WorkloadResult  113: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  114: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  115: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  116: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  117: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  118: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  119: 1 op, 95350.00 ns, 95.3500 us/op
WorkloadResult  120: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  121: 1 op, 102250.00 ns, 102.2500 us/op
WorkloadResult  122: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  123: 1 op, 95050.00 ns, 95.0500 us/op
WorkloadResult  124: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  125: 1 op, 95050.00 ns, 95.0500 us/op
WorkloadResult  126: 1 op, 98350.00 ns, 98.3500 us/op
WorkloadResult  127: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  128: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  129: 1 op, 95250.00 ns, 95.2500 us/op
WorkloadResult  130: 1 op, 169950.00 ns, 169.9500 us/op
WorkloadResult  131: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  132: 1 op, 98050.00 ns, 98.0500 us/op
WorkloadResult  133: 1 op, 97350.00 ns, 97.3500 us/op
WorkloadResult  134: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  135: 1 op, 97650.00 ns, 97.6500 us/op
WorkloadResult  136: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  137: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  138: 1 op, 95450.00 ns, 95.4500 us/op
WorkloadResult  139: 1 op, 94650.00 ns, 94.6500 us/op
WorkloadResult  140: 1 op, 96250.00 ns, 96.2500 us/op
WorkloadResult  141: 1 op, 99950.00 ns, 99.9500 us/op
WorkloadResult  142: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  143: 1 op, 95450.00 ns, 95.4500 us/op
WorkloadResult  144: 1 op, 97950.00 ns, 97.9500 us/op
WorkloadResult  145: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  146: 1 op, 138750.00 ns, 138.7500 us/op
WorkloadResult  147: 1 op, 94750.00 ns, 94.7500 us/op
WorkloadResult  148: 1 op, 94050.00 ns, 94.0500 us/op
WorkloadResult  149: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  150: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  151: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  152: 1 op, 95050.00 ns, 95.0500 us/op
WorkloadResult  153: 1 op, 103150.00 ns, 103.1500 us/op
WorkloadResult  154: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  155: 1 op, 95050.00 ns, 95.0500 us/op
WorkloadResult  156: 1 op, 95250.00 ns, 95.2500 us/op
WorkloadResult  157: 1 op, 95150.00 ns, 95.1500 us/op
WorkloadResult  158: 1 op, 99150.00 ns, 99.1500 us/op
WorkloadResult  159: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  160: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  161: 1 op, 95150.00 ns, 95.1500 us/op
WorkloadResult  162: 1 op, 94550.00 ns, 94.5500 us/op
WorkloadResult  163: 1 op, 94750.00 ns, 94.7500 us/op
WorkloadResult  164: 1 op, 94950.00 ns, 94.9500 us/op
WorkloadResult  165: 1 op, 89850.00 ns, 89.8500 us/op
WorkloadResult  166: 1 op, 97850.00 ns, 97.8500 us/op
WorkloadResult  167: 1 op, 97850.00 ns, 97.8500 us/op
WorkloadResult  168: 1 op, 108850.00 ns, 108.8500 us/op
WorkloadResult  169: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  170: 1 op, 97950.00 ns, 97.9500 us/op
WorkloadResult  171: 1 op, 108050.00 ns, 108.0500 us/op
WorkloadResult  172: 1 op, 97250.00 ns, 97.2500 us/op
WorkloadResult  173: 1 op, 95150.00 ns, 95.1500 us/op
WorkloadResult  174: 1 op, 96850.00 ns, 96.8500 us/op
WorkloadResult  175: 1 op, 96650.00 ns, 96.6500 us/op
WorkloadResult  176: 1 op, 175050.00 ns, 175.0500 us/op
WorkloadResult  177: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  178: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  179: 1 op, 95350.00 ns, 95.3500 us/op
WorkloadResult  180: 1 op, 94450.00 ns, 94.4500 us/op
WorkloadResult  181: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  182: 1 op, 147550.00 ns, 147.5500 us/op
WorkloadResult  183: 1 op, 101650.00 ns, 101.6500 us/op
WorkloadResult  184: 1 op, 147250.00 ns, 147.2500 us/op
WorkloadResult  185: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  186: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  187: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  188: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  189: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  190: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  191: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  192: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  193: 1 op, 102950.00 ns, 102.9500 us/op
WorkloadResult  194: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  195: 1 op, 95450.00 ns, 95.4500 us/op
WorkloadResult  196: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  197: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  198: 1 op, 97650.00 ns, 97.6500 us/op
WorkloadResult  199: 1 op, 96550.00 ns, 96.5500 us/op
WorkloadResult  200: 1 op, 97950.00 ns, 97.9500 us/op
WorkloadResult  201: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  202: 1 op, 96250.00 ns, 96.2500 us/op
WorkloadResult  203: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  204: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  205: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  206: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  207: 1 op, 102450.00 ns, 102.4500 us/op
WorkloadResult  208: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  209: 1 op, 96350.00 ns, 96.3500 us/op
WorkloadResult  210: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  211: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  212: 1 op, 98550.00 ns, 98.5500 us/op
WorkloadResult  213: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  214: 1 op, 95950.00 ns, 95.9500 us/op
WorkloadResult  215: 1 op, 99050.00 ns, 99.0500 us/op
WorkloadResult  216: 1 op, 176550.00 ns, 176.5500 us/op
WorkloadResult  217: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  218: 1 op, 94850.00 ns, 94.8500 us/op
WorkloadResult  219: 1 op, 152650.00 ns, 152.6500 us/op
WorkloadResult  220: 1 op, 150250.00 ns, 150.2500 us/op
WorkloadResult  221: 1 op, 99550.00 ns, 99.5500 us/op
WorkloadResult  222: 1 op, 97150.00 ns, 97.1500 us/op
WorkloadResult  223: 1 op, 96250.00 ns, 96.2500 us/op
WorkloadResult  224: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  225: 1 op, 95750.00 ns, 95.7500 us/op
WorkloadResult  226: 1 op, 96650.00 ns, 96.6500 us/op
WorkloadResult  227: 1 op, 95850.00 ns, 95.8500 us/op
WorkloadResult  228: 1 op, 96150.00 ns, 96.1500 us/op
WorkloadResult  229: 1 op, 103050.00 ns, 103.0500 us/op
WorkloadResult  230: 1 op, 96450.00 ns, 96.4500 us/op
